imdbId,tmdbId,title,originalTitle,releaseDate,runtime,genres,productionCountries,originalLanguage,spokenLanguages,budget,revenue,imdbRating,imdbVotes,tmdbRating,tmdbVotes,tmdbPopularity,collection,overview,tagline,cluster_no,embedding_x,embedding_y
tt0450232,2207,16 Blocks,16 Blocks,2006-03-01,102,"Action,Adventure,Crime,Thriller","US,DE",en,en,55000000,65664721,6.6,126391,6.4,1417,16.727,,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.","For a New York cop and his witness, the distance between life and death just got very short.",8,-2.049835181539014,10.319931323727126
tt0442933,2310,Beowulf,Beowulf,2007-11-05,115,"Adventure,Action,Animation",US,en,en,70000000,195735876,6.2,161940,5.8,2087,14.954,,"A 6th-century Scandinavian warrior named Beowulf embarks on a mission to slay the man-like ogre, Grendel.",Evil breeds pain.,6,15.402893319052588,-4.101892966105596
tt0460780,2312,In the Name of the King: A Dungeon Siege Tale,In the Name of the King: A Dungeon Siege Tale,2007-11-29,127,"Adventure,Fantasy,Action,Drama","CA,DE,US",en,en,60000000,0,3.8,44505,4.6,571,15.833,In the Name of the King Collection,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",Rise and fight,3,9.067104500943646,1.9537303663289982
tt0116253,2320,Executive Decision,Executive Decision,1996-03-15,133,"Action,Adventure,Drama,Thriller",US,en,en,55000000,121969216,6.4,50992,6.2,594,14.242,,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",Fasten your seat belts,1,-6.242995981872704,-2.511651392982778
tt0152930,2330,Taxi,Taxi,1998-04-08,86,"Action,Comedy",FR,fr,"pt,fr,de,ko",8700000,44500000,7.0,77150,6.6,1672,16.119,Taxi Collection,"In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",,5,-9.488800237142065,8.681310262120169
tt0183869,2332,Taxi 2,Taxi 2,2000-03-25,82,"Action,Comedy",FR,fr,"de,fr,ja",10500000,64400000,6.5,51400,6.2,1207,13.816,Taxi Collection,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,France's answer to the Italian job,5,-8.891341108594128,8.75107266086656
tt0295721,2334,Taxi 3,Taxi 3,2003-01-29,82,"Action,Comedy",FR,fr,fr,14500000,65497208,5.8,40448,5.7,1047,15.18,Taxi Collection,"A gang of thieves calling themselves the Santa Claus Gang are wreaking havoc, and the police can't keep up. Police Captain Gilbert is distracted by a Chinese reporter writing a story on his squad, and taxi driver Daniel is in the midst of a relationship crisis. After a string of mistakes in which the thieves outsmart the police time and time again, Daniel and his super-taxi pitch in.",No speed limits the next 90 min.,3,-8.41914795556124,9.797968950480792
tt0804540,2335,Taxi 4,Taxi 4,2007-02-10,91,"Action,Comedy",FR,fr,fr,17500000,65125001,5.6,26764,5.6,852,11.954,Taxi Collection,"Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.",,8,-9.937895699207061,5.399558922289243
tt0260991,2440,Joint Security Area,공동경비구역 JSA,2000-09-09,110,"War,Drama,Thriller,Action",KR,ko,"de,ko,en",12500000,0,7.8,26717,7.8,351,12.346,,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.",Eight shots! The truth is there,7,-9.365340869983452,-3.7489151250503574
tt0449010,2486,Eragon,Eragon,2006-12-14,104,"Fantasy,Action,Adventure,Family","GB,US,HU",en,en,100000000,249288105,5.1,122191,5.0,2570,19.198,,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.","As darkness falls, the last dragon will choose its rider.",6,12.620149818065014,-2.598923141773646
tt0258463,2501,The Bourne Identity,The Bourne Identity,2002-06-14,119,"Action,Drama,Mystery,Thriller","US,DE,CZ",en,"en,fr,de,nl,it",60000000,214034224,7.9,510687,7.4,7058,16.982,The Bourne Collection,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",He was the perfect weapon until he became the target.,1,-7.070691866049095,0.5543304942110985
tt0372183,2502,The Bourne Supremacy,The Bourne Supremacy,2004-07-23,108,"Action,Drama,Thriller","DE,US",en,"en,ru,de,it",75000000,288500217,7.7,436311,7.3,5720,18.264,The Bourne Collection,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",They should have left him alone.,1,-6.414870577373638,0.8385165657905463
tt0440963,2503,The Bourne Ultimatum,The Bourne Ultimatum,2007-08-03,115,"Action,Drama,Mystery,Thriller","FR,DE,ES,US",en,"en,fr,ar,ru,es",70000000,442824138,8.0,606099,7.4,5861,17.2,The Bourne Collection,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",Remember everything. Forgive nothing.,1,-11.349591815695927,-0.22365356317614338
tt0093260,2614,Innerspace,Innerspace,1987-06-30,120,"Action,Comedy,Science Fiction",US,en,en,27000000,25893810,6.8,54527,6.8,833,14.102,,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",This summer take a trip you'll never forget.,3,-6.438825314526498,-16.274823382017782
tt0111255,2636,The Specialist,The Specialist,1994-10-07,110,"Action,Thriller","PE,US",en,en,45000000,170362582,5.6,62560,5.8,862,14.44,,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,5,1.4227869036331586,8.276977993130528
tt0179626,2749,15 Minutes,15 Minutes,2001-03-01,120,"Action,Crime,Thriller","DE,US",en,"en,el,cs,ru",60000000,56359980,6.1,48549,5.8,487,11.671,,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",America Likes to Watch,8,-3.7756014836203806,8.519200911982956
tt0096754,2756,The Abyss,The Abyss,1989-08-09,139,"Adventure,Action,Thriller,Science Fiction",US,en,en,70000000,90000098,7.5,163227,7.3,1941,18.695,,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.","There's everything you've ever known about adventure, and then there's The Abyss.",0,-1.3913719865350502,-15.33669508430746
tt0134847,2787,Pitch Black,Pitch Black,2000-02-18,108,"Thriller,Science Fiction,Action",US,en,en,23000000,53187659,7.1,225902,6.8,3329,10.012,The Chronicles of Riddick Collection,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",Don't be afraid of the dark. Be afraid of what's in the dark,0,2.6133054216166776,-12.643055933211059
tt0296572,2789,The Chronicles of Riddick,The Chronicles of Riddick,2004-06-11,119,"Action,Science Fiction",US,en,en,105000000,115772733,6.7,215002,6.5,2991,9.306,The Chronicles of Riddick Collection,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",All the power in the universe can't change destiny,4,5.531396817470865,-7.21210803154385
tt0403358,3040,Night Watch,Ночной дозор,2004-06-27,114,"Fantasy,Action,Thriller",RU,ru,"de,ru",10000000,50336279,6.4,52366,6.2,482,14.635,World of Watches Collection,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",All That Stands Between Light And Darkness Is The Night Watch.,4,10.825580258823232,-8.060743186799357
tt0280486,3132,Bad Company,Bad Company,2002-06-07,116,"Action,Adventure,Comedy,Thriller",US,en,en,70000000,65977295,5.6,44894,5.4,523,12.213,,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",Two Mismatched Partners. One Messed Up Case!,1,-5.607737814157463,1.3409678815631991
tt0266308,3176,Battle Royale,バトル・ロワイアル,2000-12-16,114,"Drama,Thriller,Action",JP,ja,ja,4500000,25000000,7.6,169638,7.3,2323,12.482,Battle Royale Collection,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",Could you kill your best friend?,7,3.1803455290703213,-3.870430400195058
tt0114781,3512,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,1995-07-13,100,"Action,Thriller",US,en,en,60000000,104324083,5.5,44045,5.7,566,15.47,Under Siege Collection,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",Last time he rocked the boat. This time the sky's the limit.,1,-6.305158698154773,-2.1116319073097256
tt0141926,3536,U-571,U-571,2000-04-20,116,"War,Drama,Action,Thriller","FR,US",en,"fr,en,ru",62000000,127666415,6.6,77920,6.4,806,16.426,,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",Heroes are ordinary men who do extraordinary things in extraordinary times.,7,-7.183467703887515,-10.740845016187551
tt0117438,3595,Ransom,Ransom,1996-11-08,121,"Action,Thriller",US,en,en,80000000,309492681,6.7,119367,6.7,1253,13.195,,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",Someone is going to pay.,5,-7.82047083224152,6.9315423166248396
tt0080745,3604,Flash Gordon,Flash Gordon,1980-09-01,111,"Science Fiction,Action,Adventure","GB,US",en,en,35000000,27107960,6.5,51326,6.2,611,14.249,,A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant—Ming the Merciless—to save Earth.,He'll save every one of us!,0,6.0619683077517035,-8.33565618821302
tt0090887,3980,Critters,Critters,1986-04-11,82,"Horror,Action,Comedy,Science Fiction,Thriller",US,en,en,2000000,13167232,6.1,31225,6.4,621,25.035,Critters Collection,A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.,"They eat so fast, you don't have time to scream.",0,5.184370537761649,-8.788106061018171
tt0372588,3989,Team America: World Police,Team America: World Police,2004-01-14,98,"Adventure,Action,Comedy","DE,US",en,"ar,en,fr,ko",32000000,50907422,7.2,159875,6.7,1338,13.66,,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?",Freedom Hangs By A Thread,8,-2.604854348263457,-2.105735635102445
tt0096933,4105,Black Rain,Black Rain,1989-09-22,125,"Action,Thriller,Crime",US,en,"en,ja",30000000,134212055,6.7,49808,6.6,690,11.335,,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game—the Japanese way.",Their country. Their laws. Their game. His rules.,8,-3.9114078498967535,10.488040271272236
tt0293662,4108,The Transporter,The Transporter,2002-10-02,92,"Action,Crime,Thriller","US,FR",en,"en,fr,zh",21000000,43928932,6.8,285593,6.7,3880,28.551,The Transporter Collection,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",Rules are made to be broken.,3,-12.270818655690062,5.918292279778008
tt0465602,4141,Shoot 'Em Up,Shoot 'Em Up,2007-07-26,86,"Action,Thriller,Comedy,Crime",US,en,"en,it",39000000,26820641,6.7,144541,6.5,1317,16.066,,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",Just another family man making a living.,3,-13.404375363780067,-0.23473396974858007
tt0160127,4327,Charlie's Angels,Charlie's Angels,2000-11-02,98,"Action,Adventure,Comedy,Crime,Thriller",US,en,"en,de,fi,ja,cn",92000000,264105545,5.5,176793,5.8,3174,17.968,Charlie's Angels Collection,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",Get Some Action,5,-4.994479097405469,9.294532111303974
tt0431197,4349,The Kingdom,The Kingdom,2007-08-22,110,"Thriller,Action,Drama","DE,US",en,"ar,en",70000000,86658558,7.0,118158,6.6,1088,15.299,,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,How do you stop an enemy who isn't afraid to die?,7,-5.488313772431199,-4.7012683756672695
tt0119173,4421,G.I. Jane,G.I. Jane,1997-08-19,125,"Action,Drama",US,en,en,50000000,48169156,6.0,73499,6.4,1135,31.277,,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,Failure is not an option.,3,-10.136706032707647,-5.081028655574431
tt0355295,4442,The Brothers Grimm,The Brothers Grimm,2005-08-26,118,"Adventure,Fantasy,Action,Comedy,Thriller","CZ,GB,US",en,"en,fr,de,it",88000000,105316267,5.9,116310,5.7,2078,18.966,,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",Eliminating Evil Since 1812.,4,14.143136123377895,-6.553890070161329
tt0465624,4474,My Super Ex-Girlfriend,My Super Ex-Girlfriend,2006-06-20,95,"Fantasy,Drama,Action,Comedy,Crime,Science Fiction",US,en,en,0,60896147,5.1,61856,5.0,1078,13.502,,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",Hell hath no fury like a superwoman scorned.,3,-16.53147523985203,10.154044939071227
tt0443680,4512,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,2007-09-07,160,"Action,Drama,Western","CA,GB,US",en,en,30000000,14711793,7.5,170074,7.0,1790,11.906,,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",Beyond the myth lies America's greatest betrayal,3,1.214667705095825,16.473631924406337
tt0891527,4515,Lions for Lambs,Lions for Lambs,2007-10-22,92,"Action,Adventure,Drama,History",US,en,en,35000000,63215872,6.2,47537,6.0,516,11.418,,"Three stories told simultaneously in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.","If you don't STAND for something, you might FALL for anything.",3,-6.940081249840014,-5.291691638245639
tt0808357,4588,"Lust, Caution",色‧戒,2007-09-28,156,"Action,Drama,Romance,Thriller","CN,US,TW",zh,"cn,hi,ja,zh,en",15000000,67091915,7.5,37575,7.1,367,9.874,,"During World War II a secret agent must seduce, then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",,1,-6.957454387307065,1.9058858094306474
tt0913354,4597,Armored,Armored,2009-12-04,88,"Action,Crime,Drama,Thriller,Mystery",US,en,en,20000000,22942221,5.7,29772,5.7,465,13.026,,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",To protect and serve yourself.,5,-6.0001590102464535,8.52975367479611
tt0164184,4614,The Sum of All Fears,The Sum of All Fears,2002-05-31,124,"Thriller,Action,Drama",US,en,"ar,en,ru,uk,de",68000000,193921372,6.4,104870,6.3,1152,19.792,,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.","27,000 nuclear weapons. One is missing.",1,-7.338138255546964,-2.750311445281384
tt0425112,4638,Hot Fuzz,Hot Fuzz,2007-02-14,121,"Crime,Action,Comedy",GB,en,en,12000000,80573774,7.8,465256,7.5,5490,17.921,,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",Big cops. Small town. Moderate violence.,8,0.6038200574963318,12.864071750918658
tt0406816,4643,The Guardian,The Guardian,2006-09-28,139,"Drama,Action",US,en,en,10000000,0,6.9,87756,7.1,1067,16.484,,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",How Do You Decide Who Lives Or Who Dies?,3,-3.41602755009607,-15.881667060576985
tt0310775,4689,Sympathy for Mr. Vengeance,복수는 나의 것,2002-03-29,129,"Action,Drama,Thriller",KR,ko,ko,4000000,1954937,7.6,62974,7.4,878,9.516,,"This is the story of Ryu, a deaf man, and his sister, who requires a kidney transplant. In order to afford the transplant, Ryu and his girlfriend develop a plan to kidnap Park's daughter. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",Revenge Was Never This Sweet,5,1.5791364668857466,6.151669873733077
tt0119395,4824,The Jackal,The Jackal,1997-11-14,124,"Action,Thriller,Adventure,Crime",US,en,"en,ru",60000000,159330280,6.4,107001,6.3,1302,15.043,,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",How do you stop an assassin who has no identity?,8,-4.337258068754735,5.299350243758248
tt0069947,4909,The Day of the Jackal,The Day of the Jackal,1973-05-15,143,"Action,Thriller","FR,GB",en,"fr,it,en",0,16056255,7.8,37680,7.6,340,12.261,,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.","Nameless, faceless ... relentlessly moving towards the date with death that would rock the world.",8,3.33657754416049,13.976220605462682
tt0963178,4959,The International,The International,2009-02-03,118,"Action,Thriller,Drama,Crime","DE,GB,US",en,"de,fr,en,it,ru",50000000,60161391,6.5,91727,6.2,855,15.584,,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",Is your money making a killing?,8,-7.15963316773821,3.485401510136923
tt0346156,5137,Sky Captain and the World of Tomorrow,Sky Captain and the World of Tomorrow,2004-09-17,107,"Mystery,Action,Thriller,Science Fiction,Adventure","GB,US",en,"bo,de,en",70000000,57958696,6.0,81711,5.8,904,12.448,,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",Who will save us?,2,1.481021707811327,-6.307243546586108
tt0293564,5174,Rush Hour 3,Rush Hour 3,2007-08-08,91,"Action,Comedy,Crime",US,en,"la,en,fr,ja,zh",140000000,258022233,6.2,153981,6.4,2163,26.535,Rush Hour Collection,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",The Rush Is On!,8,-6.378658399173698,11.572322328274277
tt0266915,5175,Rush Hour 2,Rush Hour 2,2001-08-03,90,"Action,Comedy,Crime",US,en,"cn,en,zh",90000000,347325802,6.6,200508,6.6,2794,27.194,Rush Hour Collection,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",Get ready for a second Rush!,8,-6.457933896756804,11.680847334333503
tt0373469,5236,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,2005-09-05,103,"Comedy,Crime,Action",US,en,en,15000000,15785148,7.5,215527,7.2,1928,10.794,,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,SeX. MurdEr. MyStery. Welcome to the party.,8,-4.100355993987051,7.372388493065268
tt0402910,5289,Chaos,Chaos,2005-01-17,106,"Drama,Action,Crime","CA,GB,US",en,en,20000000,10289,6.5,51603,6.3,708,12.548,,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.",When the system breaks down... someone is about to get rich.,1,-5.150390426195199,8.718584407828319
tt0486583,5375,Fred Claus,Fred Claus,2007-11-03,116,"Action,Comedy,Drama",US,en,en,100000000,97838349,5.6,40832,5.7,618,10.513,,"Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.,3,-17.79393552041922,2.129052356329661
tt0185183,5491,Battlefield Earth,Battlefield Earth,2000-05-12,118,"Action,Adventure,Science Fiction,War",US,en,"fr,en",44000000,21400000,2.5,76181,3.0,550,13.884,,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",Take Back The Planet,0,4.874827039608586,-10.10306753789921
tt0106977,5503,The Fugitive,The Fugitive,1993-08-06,131,"Drama,Action,Thriller",US,en,en,44000000,368875760,7.8,268783,7.4,2988,19.64,,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",A murdered wife. A one-armed man. An obsessed detective. The chase begins.,5,-5.542443935558243,5.522645034276462
tt0093870,5548,RoboCop,RoboCop,1987-07-17,102,"Action,Thriller,Science Fiction",US,en,en,13000000,53424681,7.6,234151,7.2,3465,17.346,RoboCop Collection,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",Part man. Part machine. All cop. The future of law enforcement.,2,-16.720149091233075,-4.454248759373247
tt0100502,5549,RoboCop 2,RoboCop 2,1990-06-22,117,"Action,Adventure,Crime,Science Fiction,Thriller",US,en,en,35000000,45681173,5.8,81497,5.9,1232,15.236,RoboCop Collection,"After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God.",He's back to protect the innocent.,2,-16.807720096637226,-4.438563971249104
tt0107978,5550,RoboCop 3,RoboCop 3,1993-04-17,104,"Action,Adventure,Crime,Science Fiction,Thriller",US,en,"en,ja",22000000,10696210,4.1,46116,4.7,820,13.1,RoboCop Collection,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",He's back to lay down the law.,2,-16.7240861407456,-4.463809017346215
tt0186566,5551,Space Cowboys,Space Cowboys,2000-08-04,130,"Action,Adventure,Thriller",US,en,en,65000000,128884132,6.4,73760,6.4,951,12.948,,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",Space will never be the same.,3,-10.450893295882183,-6.214450409036337
